Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2,6.8,15.2,1.2,15,22.0,3,14,0.0,13.0,99.0,61.0,1021.1,1019.1,9.0,14.7,1,0
2,4.2,13.6,3.2,14,37.0,13,14,20.0,19.0,73.0,57.0,1018.2,1019.7,9.8,12.8,1,0
2,0.6,15.6,0.0,14,15.0,3,8,0.0,6.0,85.0,58.0,1029.8,1027.2,6.0,14.4,0,0
2,1.6,16.4,0.0,0,17.0,4,8,7.0,7.0,99.0,61.0,1027.7,1022.5,5.5,15.2,0,0
2,1.1,16.7,0.4,3,30.0,1,3,11.0,19.0,72.0,49.0,1018.5,1014.6,8.9,16.2,0,0
2,4.2,16.6,0.0,9,13.0,3,9,0.0,7.0,89.0,58.0,1020.7,1018.5,8.3,16.1,0,0
2,4.3,17.7,0.0,13,13.0,3,11,0.0,4.0,93.0,60.0,1022.3,1020.6,8.6,16.8,0,0
2,3.4,17.7,0.0,10,17.0,3,9,0.0,7.0,79.0,50.0,1026.5,1023.5,8.9,17.2,0,0
2,3.1,18.4,0.0,13,19.0,3,13,0.0,11.0,82.0,53.0,1023.6,1019.4,8.7,18.1,0,0
2,5.0,15.8,0.0,12,13.0,9,1,7.0,7.0,97.0,61.0,1020.6,1020.4,6.2,14.6,0,0
2,0.4,14.0,0.0,8,17.0,3,8,0.0,9.0,80.0,50.0,1026.7,1024.3,4.2,13.3,0,0
2,3.1,12.2,0.0,14,19.0,10,14,2.0,11.0,89.0,49.0,1023.7,1019.5,5.3,11.6,0,0
2,4.9,12.9,2.4,13,44.0,15,15,15.0,19.0,85.0,57.0,1021.2,1021.1,7.2,12.5,1,0
2,7.2,13.2,0.0,13,28.0,15,15,6.0,13.0,82.0,66.0,1023.0,1019.7,9.2,12.8,0,0
2,0.0,13.3,0.0,13,22.0,3,8,0.0,4.0,95.0,51.0,1025.4,1024.3,3.3,12.3,0,0
2,-1.0,13.1,0.0,2,11.0,6,10,6.0,9.0,83.0,47.0,1031.8,1030.7,4.1,12.0,0,0
2,-2.0,13.2,0.0,2,17.0,3,0,0.0,6.0,85.0,50.0,1035.2,1032.0,2.2,12.6,0,0
2,-0.3,12.8,0.0,10,11.0,9,2,2.0,9.0,92.0,65.0,1032.3,1028.3,3.4,12.4,0,0
2,3.6,13.1,0.0,7,39.0,3,11,0.0,2.0,98.0,86.0,1027.2,1026.7,7.7,12.7,0,0
2,3.0,14.8,0.0,9,15.0,3,9,0.0,7.0,94.0,61.0,1037.3,1035.2,6.1,14.7,0,0
2,3.5,16.5,0.0,0,20.0,3,0,0.0,7.0,89.0,52.0,1036.9,1032.9,7.2,15.5,0,0
2,0.6,11.9,0.2,13,22.0,12,7,2.0,11.0,99.0,54.0,1024.3,1021.8,2.8,11.5,0,0
2,-0.6,8.3,0.0,6,52.0,9,15,7.0,9.0,99.0,70.0,1022.7,1020.3,2.3,8.2,0,0
2,2.3,9.4,0.0,3,20.0,1,3,9.0,13.0,71.0,57.0,1021.2,1019.4,6.5,9.1,0,0
2,3.2,11.9,1.2,5,13.0,3,12,0.0,6.0,99.0,67.0,1025.2,1024.3,5.5,10.4,1,0
2,0.2,10.9,0.2,2,19.0,8,10,2.0,7.0,99.0,70.0,1027.6,1024.0,3.2,10.2,0,0
2,1.0,10.3,0.0,6,11.0,3,12,0.0,2.0,99.0,76.0,1030.5,1029.8,3.7,10.0,0,0
2,1.5,10.8,0.0,0,13.0,10,3,4.0,0.0,99.0,77.0,1032.5,1029.0,3.1,10.0,0,0
2,1.5,13.5,0.0,5,50.0,3,14,0.0,7.0,99.0,64.0,1026.9,1025.1,3.0,12.6,0,0
2,2.1,14.8,0.4,2,13.0,3,4,0.0,6.0,99.0,50.0,1029.5,1026.6,4.1,14.6,0,0
2,0.0,14.6,0.0,1,15.0,3,2,0.0,7.0,90.0,57.0,1030.9,1027.1,4.8,14.1,0,0
2,3.5,15.3,0.2,9,13.0,0,3,9.0,0.0,99.0,62.0,1024.3,1021.0,5.9,15.1,0,0
2,3.4,12.2,11.0,14,43.0,13,13,13.0,15.0,85.0,63.0,1020.2,1022.0,6.9,11.4,1,0
2,0.6,13.1,0.0,1,48.0,5,6,2.0,2.0,99.0,56.0,1028.7,1026.3,2.9,13.0,0,0
2,-0.4,11.5,0.0,0,15.0,2,3,6.0,0.0,99.0,69.0,1029.2,1025.9,2.8,10.8,0,0
2,0.5,11.6,0.2,14,19.0,10,14,7.0,11.0,99.0,62.0,1025.4,1024.0,3.1,11.5,0,0
2,0.6,12.9,0.0,13,17.0,3,11,0.0,7.0,99.0,58.0,1029.3,1027.1,2.9,12.5,0,0
2,-0.5,13.8,0.0,12,19.0,3,12,0.0,11.0,89.0,51.0,1032.7,1030.7,4.0,12.4,0,0
2,0.1,15.7,0.0,13,17.0,0,13,7.0,9.0,99.0,61.0,1035.5,1032.0,4.1,15.2,0,0
2,1.0,14.6,0.0,13,22.0,1,13,6.0,13.0,99.0,60.0,1032.1,1028.9,4.5,14.2,0,0
2,2.5,14.3,0.2,13,20.0,8,3,4.0,2.0,99.0,58.0,1031.7,1029.1,4.5,13.8,0,0
2,1.9,14.9,0.2,15,19.0,3,13,0.0,9.0,99.0,52.0,1035.9,1034.1,3.7,14.6,0,0
2,-1.2,15.0,0.2,10,15.0,3,2,0.0,7.0,85.0,52.0,1036.1,1031.5,4.0,14.7,0,0
2,1.2,15.7,0.0,14,28.0,3,14,0.0,15.0,86.0,51.0,1023.2,1020.1,6.4,15.5,0,0
2,7.3,11.8,0.0,15,28.0,3,14,2.0,19.0,97.0,65.0,1019.5,1018.3,6.7,11.3,0,0
2,0.7,12.6,0.2,7,22.0,9,14,6.0,13.0,99.0,59.0,1024.5,1022.8,3.2,12.2,0,0
2,-0.6,13.1,0.2,2,15.0,3,12,0.0,9.0,83.0,54.0,1026.9,1023.3,4.6,12.7,0,0
2,-1.3,12.6,0.0,10,15.0,3,2,0.0,9.0,86.0,58.0,1022.2,1018.8,4.3,12.2,0,0
2,1.6,15.0,0.0,13,20.0,3,12,0.0,9.0,99.0,56.0,1016.7,1013.5,6.5,14.5,0,0
2,-1.0,12.1,3.8,0,15.0,3,4,0.0,9.0,87.0,55.0,1024.1,1020.4,4.5,11.3,1,0
2,4.5,11.7,2.0,13,46.0,14,14,20.0,30.0,82.0,58.0,1015.7,1014.8,6.4,10.4,1,0
2,6.3,12.9,0.0,14,39.0,14,13,17.0,19.0,86.0,68.0,1018.7,1017.8,7.0,12.0,0,0
2,0.9,14.4,0.0,15,22.0,1,13,6.0,4.0,99.0,58.0,1024.4,1024.0,4.1,13.3,0,0
2,1.9,15.2,0.0,15,15.0,13,7,2.0,6.0,85.0,57.0,1029.6,1027.2,7.1,14.1,0,0
2,3.1,19.8,0.0,4,17.0,3,4,0.0,11.0,86.0,53.0,1028.0,1025.1,8.8,19.1,0,0
2,2.9,17.6,0.0,3,15.0,6,10,7.0,9.0,99.0,58.0,1027.8,1023.4,7.7,17.3,0,0
2,4.9,12.8,2.0,15,26.0,13,14,9.0,15.0,77.0,50.0,1017.9,1018.0,6.8,12.4,1,0
2,2.9,14.6,0.0,15,33.0,13,11,13.0,17.0,89.0,51.0,1018.1,1016.2,7.2,13.7,0,0
2,-1.1,14.0,0.0,10,20.0,3,10,0.0,13.0,85.0,46.0,1021.3,1021.7,4.3,13.9,0,0
2,-1.4,13.9,0.0,10,26.0,3,10,0.0,17.0,82.0,50.0,1028.7,1026.6,3.5,13.7,0,0
2,1.0,16.1,0.2,9,28.0,3,10,0.0,17.0,76.0,49.0,1029.1,1026.0,7.6,16.0,0,0
2,-0.3,15.9,0.0,10,20.0,3,2,0.0,11.0,91.0,41.0,1027.3,1024.5,4.3,15.7,0,0
2,1.7,16.7,0.0,10,35.0,5,10,7.0,19.0,78.0,45.0,1025.3,1023.7,8.2,16.5,0,0
2,0.5,16.9,0.0,8,15.0,0,8,2.0,7.0,82.0,48.0,1027.0,1024.7,5.8,16.8,0,0
2,1.0,16.1,0.0,2,46.0,3,0,0.0,6.0,89.0,52.0,1023.6,1018.4,4.8,16.0,0,0
2,2.9,13.1,0.0,14,15.0,4,8,6.0,7.0,99.0,87.0,1028.3,1027.8,6.4,11.9,0,0
2,5.5,15.5,0.4,9,13.0,10,8,7.0,6.0,99.0,65.0,1031.0,1028.1,8.0,14.8,0,0
2,3.2,15.7,0.0,4,24.0,4,6,6.0,13.0,99.0,55.0,1029.2,1025.1,5.7,14.6,0,0
2,0.9,16.4,0.0,5,13.0,3,3,0.0,0.0,99.0,47.0,1030.5,1028.7,4.3,16.2,0,0
2,-0.2,15.2,0.0,10,15.0,3,2,0.0,7.0,98.0,52.0,1035.7,1032.6,3.6,15.2,0,0
2,0.9,16.6,0.0,1,17.0,3,2,0.0,6.0,81.0,50.0,1037.4,1035.1,5.6,16.1,0,0
2,0.3,15.2,0.0,9,20.0,3,9,0.0,9.0,92.0,53.0,1038.9,1034.2,5.4,15.1,0,0
2,0.3,14.1,0.0,0,13.0,9,9,2.0,4.0,99.0,59.0,1033.6,1028.7,3.9,13.8,0,0
2,0.2,15.2,0.0,3,20.0,0,9,4.0,9.0,99.0,63.0,1026.7,1020.9,3.7,14.5,0,0
2,-0.3,12.6,4.0,12,15.0,8,1,6.0,2.0,99.0,65.0,1029.3,1029.7,4.0,10.7,1,0
2,-1.6,12.1,0.0,0,17.0,3,0,0.0,7.0,95.0,46.0,1036.6,1033.3,2.6,12.0,0,0
2,0.2,14.1,0.0,9,20.0,3,0,0.0,9.0,78.0,56.0,1031.3,1026.3,5.3,13.7,0,0
2,0.4,14.5,1.8,15,13.0,7,3,4.0,0.0,99.0,66.0,1020.4,1017.8,3.4,14.0,1,0
2,6.9,15.6,0.0,10,33.0,9,10,17.0,15.0,56.0,45.0,1023.5,1021.4,12.5,15.3,0,0
2,0.1,14.6,0.0,13,19.0,3,13,0.0,11.0,72.0,45.0,1024.7,1021.6,5.8,14.3,0,0
2,0.5,14.5,0.0,6,15.0,3,7,0.0,7.0,99.0,49.0,1030.1,1028.8,4.3,14.2,0,0
2,0.2,13.1,0.0,9,41.0,2,8,6.0,6.0,99.0,59.0,1031.0,1027.6,2.9,12.6,0,0
2,-1.4,14.7,0.0,0,17.0,7,2,2.0,9.0,92.0,52.0,1028.9,1024.7,3.6,14.1,0,0
2,0.6,16.1,0.2,9,19.0,14,10,2.0,13.0,89.0,54.0,1024.6,1020.0,4.9,15.8,0,0
2,4.9,14.7,1.0,0,20.0,5,1,2.0,15.0,96.0,76.0,1021.7,1019.8,8.8,13.8,0,0
2,6.5,20.6,0.0,1,26.0,3,4,0.0,13.0,90.0,44.0,1022.2,1018.0,10.7,19.5,0,0
2,3.9,21.5,0.2,5,28.0,3,4,0.0,15.0,92.0,43.0,1022.2,1019.9,9.0,21.3,0,0
2,1.6,16.3,0.0,12,24.0,10,13,4.0,15.0,74.0,43.0,1020.7,1019.5,6.9,16.2,0,0
2,6.9,19.3,0.8,9,28.0,10,9,11.0,19.0,88.0,49.0,1021.0,1020.7,8.2,19.1,0,0
2,3.2,17.3,0.0,9,22.0,9,10,7.0,9.0,62.0,32.0,1031.5,1030.4,11.2,16.6,0,0
2,2.1,18.0,0.0,12,20.0,2,12,6.0,11.0,79.0,46.0,1037.3,1034.6,8.9,17.4,0,0
2,1.8,17.7,0.0,15,22.0,5,7,6.0,7.0,79.0,47.0,1039.9,1036.0,8.8,17.1,0,0
2,2.5,16.9,0.0,8,17.0,0,5,7.0,9.0,99.0,56.0,1037.3,1032.6,6.4,16.1,0,0
2,2.4,17.5,0.0,1,17.0,2,9,11.0,6.0,99.0,56.0,1031.4,1026.7,6.6,16.8,0,0
2,2.5,20.7,0.0,3,31.0,10,3,7.0,19.0,99.0,48.0,1025.6,1020.6,7.2,20.2,0,0
2,1.9,16.6,0.0,14,24.0,8,13,6.0,13.0,99.0,36.0,1025.6,1023.2,6.5,16.4,0,0
2,0.8,16.8,0.0,15,31.0,2,13,2.0,17.0,71.0,42.0,1023.7,1019.9,8.2,16.4,0,0
2,0.4,16.2,0.0,15,24.0,3,14,0.0,7.0,72.0,44.0,1022.8,1018.7,7.3,15.8,0,0
2,1.4,15.9,0.0,13,26.0,13,14,2.0,19.0,80.0,59.0,1019.2,1018.2,8.2,15.6,0,0
2,0.6,15.7,0.0,14,20.0,3,6,0.0,7.0,99.0,47.0,1024.3,1022.1,5.4,15.0,0,0
2,0.4,15.8,0.0,14,26.0,9,15,6.0,19.0,87.0,56.0,1025.4,1023.2,6.5,15.6,0,0
2,3.5,16.3,0.0,2,11.0,10,0,4.0,2.0,100.0,56.0,1030.1,1025.9,7.9,15.8,0,0
2,-1.0,15.1,0.0,14,20.0,3,15,0.0,11.0,85.0,50.0,1020.9,1020.8,6.0,14.6,0,0
2,0.1,14.3,0.0,11,17.0,3,8,0.0,4.0,80.0,52.0,1026.2,1024.0,4.7,13.4,0,0
2,-0.8,13.9,0.2,15,13.0,8,6,4.0,4.0,96.0,54.0,1027.5,1025.5,3.2,13.3,0,0
2,0.0,14.8,0.0,4,11.0,8,9,2.0,6.0,100.0,64.0,1028.2,1025.2,3.0,12.5,0,0
2,0.2,15.6,0.0,8,13.0,3,11,0.0,6.0,100.0,50.0,1027.5,1024.4,4.0,15.1,0,0
2,-0.3,15.9,0.0,10,15.0,3,10,0.0,7.0,84.0,52.0,1026.2,1022.2,5.7,14.5,0,0
2,0.4,16.4,0.2,6,11.0,3,9,0.0,7.0,81.0,53.0,1023.5,1020.4,6.3,15.1,0,0
2,0.2,15.2,0.0,9,13.0,1,2,2.0,7.0,85.0,60.0,1022.9,1019.7,6.3,15.1,0,0
2,5.6,14.2,2.8,13,28.0,7,13,17.0,15.0,87.0,53.0,1022.2,1021.0,10.8,13.7,1,0
2,-1.3,11.7,0.0,4,20.0,3,4,0.0,13.0,100.0,64.0,1023.5,1018.8,3.0,11.4,0,0
2,3.1,13.3,1.4,13,28.0,4,13,9.0,20.0,100.0,81.0,1031.0,1028.4,7.7,12.0,1,0
2,2.4,14.3,1.0,9,22.0,3,9,0.0,7.0,100.0,67.0,1031.2,1028.6,6.8,12.8,0,0
2,6.4,12.3,4.6,14,28.0,13,13,15.0,17.0,97.0,74.0,1020.2,1020.0,7.5,12.0,1,0
2,-0.2,13.9,0.2,14,17.0,12,8,6.0,6.0,100.0,47.0,1029.3,1028.6,3.0,12.2,0,0
2,-1.0,14.2,0.2,9,17.0,3,0,0.0,7.0,83.0,48.0,1035.2,1033.2,3.5,12.7,0,0
2,-2.0,12.9,0.0,2,13.0,3,10,0.0,2.0,87.0,53.0,1036.5,1032.9,3.7,12.9,0,0
2,-2.5,13.3,0.0,10,17.0,3,9,0.0,7.0,94.0,58.0,1034.4,1030.7,2.9,12.8,0,0
2,8.7,15.4,0.4,6,19.0,3,6,0.0,9.0,100.0,66.0,1026.2,1022.8,10.2,14.2,0,0
2,-0.8,12.7,0.6,13,24.0,3,13,0.0,17.0,100.0,58.0,1024.5,1023.2,2.3,11.1,0,0
2,1.4,15.3,0.0,12,15.0,0,11,2.0,7.0,100.0,53.0,1033.1,1030.3,5.2,14.8,0,0
2,0.0,15.7,0.2,15,19.0,3,14,0.0,11.0,92.0,54.0,1033.2,1030.0,5.6,15.1,0,0
2,-0.1,16.1,0.0,13,13.0,3,14,0.0,4.0,100.0,49.0,1032.3,1028.3,5.6,15.5,0,0
2,0.4,13.6,0.0,0,15.0,3,9,0.0,7.0,100.0,66.0,1029.3,1025.5,4.0,13.2,0,0
2,-0.6,13.1,0.0,10,13.0,0,9,4.0,6.0,100.0,56.0,1029.0,1026.3,3.6,12.5,0,0
2,-1.3,13.9,0.0,10,20.0,3,1,0.0,9.0,80.0,47.0,1029.1,1025.5,4.8,12.4,0,0
2,-0.5,13.7,0.2,14,20.0,3,13,0.0,9.0,76.0,50.0,1025.4,1022.5,6.0,13.4,0,0
2,-1.8,12.1,0.0,6,17.0,3,12,0.0,2.0,87.0,65.0,1024.2,1020.3,4.9,11.2,0,0
2,4.1,11.9,1.4,14,50.0,13,13,17.0,17.0,86.0,60.0,1020.0,1020.7,6.1,11.1,1,0
2,2.6,13.4,0.0,14,30.0,3,7,0.0,19.0,80.0,49.0,1025.8,1023.6,7.9,13.1,0,0
2,-0.5,15.4,1.0,12,46.0,3,12,0.0,28.0,77.0,45.0,1024.4,1022.9,6.1,15.2,0,0
2,-0.7,16.6,0.0,9,24.0,3,2,0.0,9.0,87.0,47.0,1027.3,1024.9,4.9,15.2,0,0
2,0.6,16.5,0.0,13,20.0,1,13,2.0,9.0,79.0,46.0,1028.4,1025.1,6.2,16.3,0,0
2,0.6,13.3,0.0,13,30.0,4,14,2.0,15.0,100.0,62.0,1023.4,1022.0,5.1,12.8,0,0
2,2.1,12.4,0.0,9,17.0,3,8,2.0,6.0,89.0,55.0,1024.6,1020.4,6.4,11.7,0,0
2,7.0,14.2,0.8,15,31.0,14,13,15.0,19.0,85.0,50.0,1020.7,1020.5,10.2,13.8,0,0
2,-0.2,14.3,0.0,9,19.0,0,8,7.0,7.0,100.0,59.0,1026.4,1023.2,4.6,13.9,0,0
2,1.2,15.3,0.0,9,20.0,10,1,2.0,11.0,87.0,55.0,1024.9,1019.9,7.6,14.8,0,0
2,3.4,13.4,1.0,14,39.0,14,15,17.0,26.0,88.0,47.0,1019.1,1018.0,5.3,12.9,0,0
2,11.4,17.3,53.4,11,31.0,10,11,13.0,17.0,68.0,48.0,1013.4,1015.3,12.3,16.9,1,0
2,0.6,14.3,0.2,12,22.0,3,7,0.0,11.0,84.0,70.0,1024.6,1023.0,5.6,13.0,0,0
2,1.9,14.5,0.0,8,11.0,1,9,6.0,4.0,100.0,69.0,1027.8,1025.3,5.5,13.8,0,0
2,1.7,14.6,1.0,9,13.0,0,4,2.0,9.0,100.0,65.0,1031.3,1029.3,7.2,13.4,0,0
2,-0.2,14.3,0.0,14,17.0,3,14,0.0,9.0,83.0,51.0,1018.7,1015.5,4.8,14.0,0,0
2,0.0,14.1,0.0,15,15.0,9,12,4.0,7.0,97.0,50.0,1026.3,1022.5,3.7,13.6,0,0
2,-0.5,13.2,0.2,9,13.0,3,9,0.0,9.0,97.0,60.0,1022.8,1019.9,3.4,12.7,0,0
2,-1.3,13.9,0.0,10,15.0,2,8,6.0,7.0,87.0,53.0,1026.1,1024.8,3.9,13.7,0,0
2,-0.4,14.1,0.0,9,19.0,6,10,9.0,7.0,89.0,51.0,1031.2,1027.8,4.3,13.9,0,0
2,7.8,17.0,1.0,10,39.0,10,10,19.0,17.0,56.0,51.0,1023.0,1020.9,12.8,16.8,0,0
2,0.9,16.8,0.0,9,48.0,3,2,0.0,6.0,81.0,51.0,1024.5,1021.8,6.5,16.0,0,0
2,-0.1,14.1,0.0,0,11.0,9,1,6.0,7.0,95.0,67.0,1024.3,1021.3,3.6,12.6,0,0
2,2.0,16.0,0.0,3,13.0,3,9,0.0,6.0,92.0,59.0,1025.2,1022.4,6.5,15.5,0,0
2,4.3,18.4,0.0,14,17.0,3,10,0.0,2.0,100.0,60.0,1026.2,1023.7,7.1,17.5,0,0
2,1.4,15.7,0.0,13,19.0,3,13,0.0,13.0,97.0,54.0,1028.2,1025.8,6.3,15.6,0,0
2,2.0,12.9,0.0,1,20.0,3,5,0.0,9.0,100.0,82.0,1026.8,1024.8,7.4,12.5,0,0
2,7.4,16.0,0.6,14,26.0,4,14,2.0,17.0,100.0,65.0,1025.8,1023.9,11.2,15.7,0,0
2,4.6,13.9,2.6,13,26.0,5,13,6.0,17.0,100.0,61.0,1033.4,1032.5,7.6,13.2,1,0
2,-0.5,12.6,0.0,9,17.0,3,11,0.0,6.0,90.0,55.0,1037.3,1033.3,5.2,12.2,0,0
2,3.2,14.9,0.2,2,15.0,3,8,0.0,6.0,78.0,55.0,1033.7,1031.1,6.1,14.3,0,0
2,1.7,15.1,0.0,9,15.0,3,0,0.0,7.0,84.0,60.0,1035.2,1032.0,6.6,13.9,0,0
2,1.5,15.8,0.0,9,19.0,6,2,4.0,7.0,100.0,64.0,1032.0,1028.3,5.1,14.4,0,0
2,1.9,14.7,0.0,13,17.0,9,13,7.0,6.0,100.0,56.0,1030.7,1028.9,3.6,14.0,0,0
2,0.8,11.3,0.0,9,13.0,9,1,9.0,7.0,100.0,73.0,1031.1,1028.4,4.0,11.1,0,0
2,3.5,12.8,0.0,9,17.0,8,2,7.0,11.0,98.0,63.0,1029.4,1027.2,5.9,11.7,0,0
2,0.3,13.9,0.0,1,19.0,3,9,0.0,9.0,100.0,69.0,1030.1,1027.1,5.1,13.4,0,0
2,5.9,15.9,8.2,1,37.0,15,0,9.0,6.0,81.0,55.0,1014.4,1015.0,8.4,13.8,1,0
2,4.6,14.5,1.2,7,41.0,14,7,17.0,15.0,79.0,57.0,1015.8,1014.9,9.1,12.6,1,0
2,1.8,14.1,6.6,13,20.0,13,14,11.0,11.0,84.0,60.0,1022.8,1021.5,6.5,13.3,1,0
2,9.5,17.1,0.0,14,28.0,8,13,2.0,9.0,76.0,61.0,1025.9,1023.4,12.2,16.3,0,0
2,8.1,17.8,0.4,1,17.0,5,2,2.0,7.0,91.0,60.0,1023.9,1019.7,10.6,17.2,0,0
2,6.1,20.7,0.2,2,20.0,0,10,7.0,6.0,88.0,45.0,1022.3,1020.8,12.5,20.2,0,0
2,10.1,15.8,2.2,7,26.0,1,14,7.0,11.0,99.0,79.0,1018.9,1016.8,11.4,15.2,1,0
2,4.7,16.0,0.2,9,20.0,3,10,0.0,9.0,82.0,54.0,1029.5,1027.3,9.7,15.5,0,0
2,2.6,16.0,0.0,14,17.0,3,14,0.0,11.0,86.0,65.0,1030.8,1027.7,7.1,14.7,0,0
2,1.0,14.9,0.0,10,30.0,3,10,2.0,13.0,89.0,54.0,1030.5,1028.9,6.0,14.4,0,0
2,1.2,18.0,0.0,8,19.0,8,8,7.0,11.0,82.0,54.0,1032.1,1029.7,5.8,17.7,0,0
2,2.5,16.8,0.0,10,11.0,2,2,2.0,4.0,82.0,61.0,1033.5,1028.9,7.1,16.1,0,0
2,1.7,14.9,0.0,10,13.0,3,9,0.0,9.0,100.0,70.0,1028.4,1023.0,6.7,14.8,0,0
2,5.7,13.8,6.8,13,22.0,7,3,11.0,0.0,95.0,77.0,1027.9,1028.7,8.7,12.2,1,0
2,4.2,11.3,0.0,9,13.0,10,3,7.0,0.0,100.0,84.0,1032.5,1030.2,6.4,11.2,0,0
2,5.4,11.2,0.0,9,17.0,10,10,7.0,6.0,96.0,83.0,1028.4,1024.0,6.9,10.6,0,0
2,5.5,12.2,0.0,15,20.0,0,13,6.0,7.0,100.0,78.0,1030.8,1028.3,6.5,12.0,0,0
2,4.8,10.7,0.0,14,19.0,13,7,6.0,6.0,100.0,77.0,1018.4,1016.5,6.6,10.6,0,0
2,-0.5,11.8,0.0,7,22.0,6,14,2.0,13.0,100.0,62.0,1031.9,1030.5,2.0,11.3,0,0
2,-0.9,12.6,0.2,6,13.0,6,2,2.0,9.0,100.0,54.0,1034.0,1029.8,3.7,11.9,0,0
2,3.4,13.2,6.6,13,39.0,14,15,20.0,26.0,87.0,50.0,1017.7,1019.4,5.1,12.8,1,0
2,-1.7,15.1,0.0,15,20.0,10,14,4.0,7.0,93.0,56.0,1027.4,1026.4,2.2,14.1,0,0
2,-2.1,13.7,0.0,9,13.0,3,7,0.0,6.0,90.0,50.0,1029.0,1026.6,2.5,13.3,0,0
2,0.3,13.2,0.0,8,15.0,5,0,2.0,6.0,100.0,58.0,1027.5,1024.1,3.4,12.0,0,0
2,-1.3,13.8,0.2,10,13.0,3,9,0.0,6.0,89.0,54.0,1026.6,1023.7,3.3,13.0,0,0
2,-1.5,14.6,0.0,9,13.0,3,0,0.0,6.0,93.0,63.0,1026.0,1021.1,3.4,13.8,0,0
2,2.2,17.8,1.8,11,46.0,3,6,0.0,11.0,100.0,61.0,1021.0,1019.5,8.1,16.2,1,0
2,6.7,12.7,0.0,5,15.0,6,4,7.0,6.0,100.0,83.0,1027.3,1025.2,7.6,11.1,0,0
2,3.0,16.9,0.0,6,41.0,3,6,0.0,22.0,100.0,58.0,1018.4,1015.1,7.9,15.9,0,0
2,-1.1,11.5,2.2,13,24.0,0,7,4.0,7.0,89.0,56.0,1029.1,1029.7,3.2,11.2,1,0
