Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2,7.0,23.4,0.0,13,24.0,10,13,2.0,17.0,73.0,37.0,1022.8,1019.3,12.4,22.9,0,0
2,11.2,23.9,0.0,9,31.0,9,9,13.0,15.0,54.0,33.0,1022.7,1019.6,18.0,23.6,0,0
2,7.4,22.0,0.0,10,28.0,9,9,2.0,7.0,58.0,29.0,1023.6,1020.0,14.1,21.3,0,0
2,5.7,21.4,0.0,2,17.0,1,10,6.0,7.0,68.0,39.0,1025.2,1020.9,12.2,20.9,0,0
2,6.2,22.7,0.0,2,17.0,0,12,0.0,7.0,73.0,33.0,1026.0,1021.6,11.2,22.3,0,0
2,6.0,22.9,0.0,4,33.0,0,4,0.0,20.0,68.0,34.0,1021.3,1015.7,12.9,22.6,0,0
2,10.6,16.2,0.0,14,39.0,2,5,7.0,4.0,74.0,86.0,1008.9,1002.4,14.9,15.1,0,1
2,12.9,15.8,20.0,13,70.0,14,6,19.0,15.0,83.0,89.0,1004.8,1000.9,13.3,14.5,1,1
2,8.6,12.9,21.0,6,63.0,7,14,26.0,31.0,77.0,62.0,1004.0,1003.3,9.5,11.6,1,1
2,4.5,11.5,3.2,7,26.0,3,6,9.0,13.0,82.0,79.0,1013.8,1013.5,7.6,9.4,1,1
2,7.6,14.5,4.8,14,35.0,13,13,15.0,20.0,83.0,48.0,1018.0,1018.3,10.1,14.0,1,0
2,5.4,12.2,0.0,10,19.0,9,10,9.0,7.0,62.0,46.0,1023.1,1020.9,8.2,12.1,0,0
2,2.1,16.5,0.0,12,19.0,0,12,0.0,7.0,70.0,38.0,1023.4,1021.5,7.9,16.1,0,0
2,1.8,17.0,0.0,12,19.0,0,15,0.0,7.0,77.0,44.0,1026.0,1023.2,7.2,16.3,0,0
2,7.2,19.2,0.0,12,22.0,1,13,7.0,6.0,81.0,49.0,1026.9,1024.0,10.1,19.1,0,0
2,4.6,18.9,0.0,8,15.0,3,10,4.0,7.0,75.0,51.0,1028.7,1025.9,10.6,18.5,0,0
2,4.2,19.1,0.0,13,19.0,1,15,6.0,13.0,86.0,44.0,1029.8,1027.3,9.6,18.8,0,0
2,5.2,18.8,0.0,2,15.0,0,9,0.0,7.0,71.0,47.0,1031.4,1028.1,10.3,18.4,0,0
2,4.1,19.3,0.0,12,20.0,1,14,6.0,7.0,82.0,49.0,1028.5,1024.6,10.0,19.2,0,0
2,3.2,18.4,0.0,12,20.0,9,14,6.0,11.0,86.0,49.0,1026.2,1023.6,8.3,18.2,0,0
2,4.3,19.0,0.0,13,15.0,0,13,0.0,9.0,68.0,36.0,1028.8,1025.8,11.0,18.5,0,0
2,3.7,20.5,0.0,13,17.0,0,15,0.0,7.0,78.0,45.0,1026.0,1021.8,9.4,20.2,0,0
2,5.4,19.5,0.0,9,17.0,0,9,0.0,7.0,69.0,40.0,1025.1,1022.3,11.7,19.1,0,0
2,4.3,17.7,0.0,2,15.0,6,8,6.0,7.0,89.0,53.0,1025.6,1022.2,8.5,17.7,0,0
2,3.6,18.5,0.0,13,26.0,1,14,4.0,17.0,81.0,49.0,1022.3,1018.5,9.1,18.0,0,0
2,3.6,15.1,0.0,14,28.0,9,13,4.0,17.0,86.0,61.0,1018.4,1015.7,7.5,14.6,0,0
2,6.9,16.3,0.0,14,35.0,14,14,17.0,19.0,77.0,59.0,1015.3,1013.1,10.3,15.3,0,0
2,10.3,16.6,0.0,14,54.0,7,7,13.0,19.0,82.0,63.0,1015.0,1011.0,12.9,15.9,0,1
2,12.4,16.4,1.8,13,52.0,13,15,22.0,24.0,82.0,54.0,1011.8,1013.4,13.0,14.5,1,0
2,3.0,15.6,0.0,13,20.0,0,0,6.0,9.0,83.0,61.0,1022.5,1019.3,7.0,14.7,0,0
2,2.6,19.7,0.0,0,13.0,0,1,0.0,4.0,82.0,34.0,1024.7,1021.2,8.8,18.7,0,0
2,3.7,19.1,0.0,10,19.0,0,10,0.0,11.0,87.0,51.0,1023.6,1019.9,7.4,18.9,0,0
2,5.1,18.6,0.0,0,13.0,10,1,2.0,9.0,75.0,57.0,1022.8,1020.5,12.4,18.0,0,0
2,4.4,19.8,0.0,9,20.0,0,9,0.0,7.0,81.0,48.0,1025.2,1022.3,9.4,19.1,0,0
2,4.7,19.8,0.0,9,24.0,8,9,4.0,19.0,75.0,43.0,1025.2,1021.4,10.1,19.6,0,0
2,6.2,22.9,0.0,0,30.0,4,9,6.0,9.0,71.0,37.0,1022.2,1019.4,11.9,21.7,0,0
2,6.7,21.1,0.0,9,20.0,0,9,0.0,11.0,69.0,43.0,1025.0,1022.1,12.5,20.8,0,0
2,9.3,20.3,0.0,4,31.0,9,4,9.0,22.0,77.0,50.0,1024.6,1019.7,11.6,19.5,0,1
2,11.6,18.1,4.2,0,19.0,0,10,2.0,6.0,97.0,74.0,1021.4,1019.2,13.6,17.4,1,0
2,8.0,16.2,0.8,13,20.0,0,15,0.0,11.0,99.0,58.0,1021.7,1019.3,10.1,15.6,0,0
2,2.6,15.7,0.0,10,13.0,0,8,0.0,2.0,91.0,48.0,1023.4,1021.6,7.1,15.3,0,0
2,2.2,16.5,0.0,2,33.0,0,9,0.0,19.0,67.0,44.0,1025.6,1024.0,10.2,15.9,0,0
2,2.2,16.8,0.0,9,26.0,0,9,0.0,15.0,65.0,44.0,1030.3,1028.5,9.6,16.7,0,0
2,1.7,17.1,0.0,7,44.0,0,9,0.0,9.0,73.0,46.0,1034.1,1029.9,8.0,16.8,0,1
2,14.4,22.6,0.0,9,39.0,9,10,19.0,20.0,50.0,35.0,1018.5,1016.2,17.1,25.5,0,0
2,11.2,28.5,0.0,10,28.0,9,2,9.0,15.0,58.0,23.0,1019.3,1015.4,16.6,26.5,0,0
2,12.5,31.2,0.0,1,19.0,0,1,0.0,4.0,61.0,26.0,1018.6,1014.2,17.8,28.9,0,0
2,15.1,22.6,0.0,9,39.0,9,8,7.0,11.0,70.0,35.0,1014.2,1009.8,20.1,28.6,0,0
2,12.0,22.3,0.0,4,37.0,4,4,24.0,17.0,74.0,93.0,1008.8,1006.6,20.9,20.1,0,1
2,18.8,30.3,20.6,15,39.0,13,3,9.0,7.0,87.0,48.0,1010.0,1009.0,22.3,29.4,1,1
2,18.3,22.9,5.8,9,39.0,7,0,15.0,13.0,89.0,82.0,1013.3,1008.8,19.0,21.1,1,1
2,18.1,25.5,66.0,7,56.0,3,6,11.0,37.0,79.0,38.0,1008.7,1007.5,19.8,24.1,1,1
2,8.8,22.6,0.0,9,39.0,10,10,9.0,11.0,69.0,35.0,1023.7,1023.0,12.5,21.8,0,0
2,12.3,24.4,0.0,10,28.0,9,9,13.0,11.0,56.0,40.0,1031.4,1030.2,15.2,22.8,0,0
2,10.6,25.0,0.0,5,20.0,8,13,4.0,4.0,72.0,40.0,1036.3,1033.6,14.2,24.1,0,0
2,11.5,25.7,0.0,9,24.0,0,0,0.0,9.0,80.0,44.0,1035.2,1031.4,15.0,23.9,0,0
2,12.2,26.3,0.0,9,24.0,10,10,6.0,7.0,75.0,37.0,1030.0,1026.0,15.6,24.8,0,0
2,13.2,26.6,0.0,0,22.0,0,11,0.0,11.0,72.0,38.0,1025.5,1022.3,16.2,26.0,0,0
2,12.5,28.6,0.0,1,46.0,0,11,0.0,4.0,73.0,28.0,1023.8,1021.0,16.1,28.1,0,0
2,13.3,29.6,0.0,11,19.0,3,13,2.0,4.0,76.0,35.0,1025.6,1023.3,17.6,29.5,0,0
2,15.1,30.4,0.0,10,48.0,9,13,2.0,9.0,73.0,36.0,1025.4,1022.2,18.9,29.7,0,0
2,14.9,31.4,0.0,13,33.0,10,14,4.0,15.0,79.0,31.0,1020.4,1017.3,17.7,30.0,0,0
2,16.7,31.9,0.0,13,35.0,10,12,6.0,19.0,77.0,36.0,1020.2,1017.9,19.4,31.5,0,0
2,16.8,25.6,0.0,13,44.0,0,15,0.0,24.0,78.0,46.0,1018.7,1017.7,20.2,24.7,0,0
2,9.1,25.3,0.0,14,30.0,10,14,6.0,13.0,69.0,36.0,1020.8,1018.8,13.0,24.1,0,0
2,8.3,27.0,0.0,14,31.0,8,14,6.0,19.0,79.0,23.0,1021.2,1018.6,12.1,26.1,0,0
2,10.5,28.8,0.0,8,22.0,0,13,0.0,6.0,81.0,31.0,1022.0,1019.5,13.3,26.9,0,0
2,11.6,29.6,0.0,6,24.0,0,6,4.0,6.0,75.0,32.0,1021.8,1018.0,15.4,28.9,0,0
2,12.6,30.0,0.0,14,24.0,0,14,0.0,11.0,80.0,32.0,1019.2,1016.4,15.8,29.1,0,0
2,15.6,30.2,0.0,0,20.0,0,8,0.0,9.0,73.0,32.0,1019.8,1017.0,18.3,30.0,0,0
2,17.2,28.7,0.0,13,39.0,1,3,4.0,13.0,79.0,41.0,1016.4,1011.8,19.4,28.3,0,1
2,18.2,26.3,11.0,14,26.0,13,14,7.0,20.0,94.0,61.0,1015.8,1014.9,18.2,24.8,1,0
2,16.5,26.9,0.4,11,28.0,0,15,0.0,11.0,91.0,44.0,1019.6,1017.6,17.5,26.0,0,0
2,13.4,26.1,0.0,10,28.0,10,4,9.0,9.0,71.0,42.0,1021.2,1018.1,16.5,25.1,0,0
2,11.6,25.8,0.0,14,26.0,2,7,2.0,9.0,82.0,44.0,1020.0,1017.4,14.6,25.2,0,0
2,10.0,25.1,0.0,9,20.0,0,8,0.0,6.0,78.0,42.0,1019.8,1017.4,15.3,24.4,0,0
2,12.4,24.8,0.0,4,26.0,0,4,0.0,11.0,71.0,41.0,1020.7,1018.4,15.5,24.7,0,0
2,12.5,24.8,0.0,9,20.0,9,3,13.0,7.0,58.0,37.0,1022.1,1018.2,18.3,24.2,0,0
2,10.3,25.3,0.0,9,17.0,10,1,2.0,9.0,76.0,38.0,1020.7,1016.3,15.5,24.6,0,0
2,10.6,24.7,0.0,4,33.0,0,1,0.0,20.0,75.0,40.0,1017.9,1013.3,15.7,23.8,0,1
2,15.7,23.4,3.0,3,30.0,5,14,17.0,9.0,87.0,69.0,1012.8,1010.5,19.2,23.2,1,1
2,13.5,23.1,3.2,7,46.0,14,15,13.0,20.0,84.0,53.0,1016.7,1015.3,17.5,23.0,1,0
2,10.1,21.9,0.0,0,22.0,9,10,4.0,7.0,73.0,55.0,1016.1,1011.3,15.7,21.2,0,0
2,14.1,18.6,0.2,14,22.0,4,4,6.0,11.0,84.0,79.0,1011.6,1009.0,16.7,18.3,0,1
2,14.2,18.7,7.0,14,57.0,7,13,17.0,35.0,86.0,43.0,1010.1,1010.2,15.9,17.8,1,0
2,5.6,17.4,0.0,12,41.0,13,12,19.0,24.0,71.0,54.0,1018.1,1017.3,11.0,16.0,0,0
2,4.6,19.9,0.0,12,19.0,11,13,4.0,11.0,82.0,49.0,1023.8,1021.1,10.1,19.5,0,0
2,5.1,21.9,0.0,10,19.0,0,11,9.0,7.0,81.0,49.0,1023.6,1020.1,12.5,21.6,0,0
2,6.1,23.5,0.0,9,17.0,0,8,0.0,6.0,79.0,40.0,1022.6,1020.7,13.3,22.4,0,0
2,7.7,24.7,0.0,10,19.0,8,10,6.0,11.0,79.0,45.0,1026.5,1023.0,13.6,24.1,0,0
2,8.5,25.4,0.0,2,17.0,1,10,7.0,11.0,74.0,38.0,1027.8,1024.4,15.8,25.0,0,0
2,10.1,25.1,0.0,11,17.0,0,8,0.0,9.0,67.0,47.0,1027.1,1023.2,16.8,24.6,0,0
2,11.2,25.9,0.0,2,17.0,0,10,0.0,9.0,81.0,46.0,1025.7,1021.9,14.6,25.6,0,0
2,12.3,27.5,0.0,7,20.0,1,11,6.0,7.0,74.0,44.0,1022.8,1019.5,18.5,26.4,0,0
2,11.4,27.3,0.0,15,17.0,0,11,0.0,9.0,74.0,40.0,1023.6,1019.4,17.8,26.4,0,0
2,11.3,29.0,0.0,6,35.0,2,6,7.0,15.0,89.0,34.0,1020.5,1014.0,15.4,27.9,0,1
2,15.4,19.8,3.6,6,46.0,5,6,11.0,28.0,95.0,86.0,1013.4,1008.7,17.1,18.6,1,1
2,10.8,18.5,17.0,13,37.0,15,13,11.0,20.0,72.0,40.0,1016.2,1017.6,14.4,18.4,1,0
2,5.1,17.9,0.0,10,15.0,0,8,4.0,9.0,78.0,49.0,1026.5,1023.0,10.4,16.9,0,0
2,7.1,16.1,0.0,1,17.0,0,1,0.0,7.0,84.0,58.0,1020.9,1018.0,9.7,15.9,0,1
2,9.7,17.3,1.6,7,30.0,4,14,6.0,17.0,84.0,50.0,1022.0,1019.6,12.4,16.9,1,0
2,10.5,17.7,0.4,13,28.0,15,15,7.0,11.0,79.0,69.0,1021.9,1020.4,14.3,17.0,0,0
2,5.6,19.1,0.0,2,13.0,0,2,0.0,2.0,99.0,53.0,1026.8,1024.4,9.4,19.0,0,0
2,5.9,21.1,0.2,3,22.0,0,4,0.0,9.0,84.0,46.0,1027.9,1024.1,11.7,20.6,0,0
2,4.8,20.7,0.0,11,15.0,4,2,7.0,9.0,97.0,47.0,1026.7,1024.3,10.0,20.3,0,0
2,6.8,23.0,0.0,6,30.0,0,4,0.0,11.0,83.0,39.0,1027.1,1021.9,12.7,22.7,0,0
2,8.0,25.3,0.2,14,61.0,15,3,7.0,26.0,92.0,29.0,1017.8,1011.2,11.9,24.8,0,1
2,8.9,14.5,3.0,13,39.0,7,13,17.0,22.0,84.0,51.0,1016.1,1015.5,9.3,14.5,1,0
2,7.1,15.3,0.0,13,35.0,7,13,11.0,9.0,78.0,68.0,1022.3,1021.6,10.8,15.3,0,0
2,5.7,17.5,0.0,13,20.0,8,14,2.0,6.0,89.0,56.0,1024.7,1021.7,10.2,16.8,0,0
2,9.6,19.3,0.0,10,13.0,0,9,0.0,0.0,84.0,59.0,1023.7,1021.1,13.0,18.6,0,0
2,5.7,19.5,0.0,1,17.0,0,10,7.0,4.0,99.0,54.0,1023.4,1019.6,9.2,18.6,0,0
2,5.0,19.8,0.0,1,17.0,8,4,2.0,9.0,99.0,47.0,1020.8,1015.2,8.1,19.6,0,0
2,3.0,15.6,0.0,15,43.0,14,15,9.0,20.0,77.0,47.0,1012.5,1014.8,10.7,13.2,0,0
2,1.3,14.9,0.0,13,28.0,2,13,7.0,13.0,81.0,48.0,1022.8,1021.5,6.0,13.8,0,0
2,1.0,17.1,0.0,13,30.0,0,13,0.0,20.0,79.0,55.0,1024.1,1019.9,6.4,16.9,0,0
2,3.1,17.7,0.2,9,15.0,0,9,7.0,7.0,99.0,46.0,1021.2,1017.1,5.7,17.1,0,0
2,2.2,18.4,0.0,9,13.0,0,1,0.0,2.0,83.0,44.0,1019.9,1017.3,8.1,18.1,0,0
2,1.7,17.5,0.0,2,13.0,0,12,0.0,4.0,84.0,51.0,1021.6,1018.9,8.2,16.3,0,0
2,4.5,17.0,0.0,2,48.0,8,10,7.0,7.0,92.0,50.0,1021.1,1017.9,9.2,16.7,0,0
2,1.6,19.7,0.0,14,17.0,6,14,7.0,9.0,90.0,38.0,1020.9,1018.7,7.4,19.4,0,0
2,1.4,18.5,0.0,13,28.0,0,7,0.0,7.0,86.0,39.0,1024.1,1021.3,6.6,18.4,0,0
2,2.1,16.5,0.0,3,13.0,0,15,0.0,4.0,88.0,44.0,1023.8,1020.4,6.8,16.1,0,0
2,1.7,17.9,0.0,10,15.0,0,10,0.0,9.0,92.0,42.0,1022.3,1019.3,7.6,17.5,0,0
2,1.1,17.1,0.0,2,22.0,0,10,0.0,7.0,76.0,45.0,1023.3,1020.5,6.3,16.1,0,0
2,0.9,18.1,0.0,6,24.0,2,6,4.0,13.0,76.0,35.0,1023.5,1019.2,6.6,17.8,0,0
2,5.2,16.3,0.0,2,20.0,2,2,9.0,9.0,74.0,73.0,1017.6,1013.3,10.3,15.0,0,1
2,10.2,14.9,10.4,0,26.0,0,10,7.0,7.0,88.0,99.0,1008.7,1005.0,13.5,12.8,1,1
2,8.4,19.0,13.4,10,30.0,9,10,11.0,6.0,71.0,50.0,1008.9,1010.1,14.9,18.9,1,0
2,5.7,16.6,0.2,10,11.0,0,10,0.0,9.0,92.0,59.0,1019.6,1018.0,9.7,16.5,0,0
2,6.4,17.0,0.0,1,22.0,0,4,0.0,13.0,96.0,63.0,1019.4,1014.3,9.4,17.0,0,1
2,9.4,15.0,28.0,3,26.0,0,9,9.0,11.0,99.0,89.0,1005.7,1002.8,12.1,14.0,1,1
2,8.8,20.2,5.8,9,46.0,11,10,11.0,31.0,99.0,47.0,1004.7,1004.8,10.8,19.6,1,0
2,10.7,19.1,0.0,10,48.0,10,9,19.0,15.0,54.0,48.0,1015.2,1014.8,15.0,18.4,0,0
2,16.0,22.8,0.0,15,44.0,13,15,22.0,30.0,82.0,40.0,1006.5,1009.1,16.0,21.6,0,0
2,8.8,23.4,0.0,14,24.0,8,14,11.0,11.0,67.0,41.0,1015.8,1012.8,13.0,22.3,0,0
2,8.4,22.3,0.0,15,37.0,2,15,4.0,22.0,77.0,45.0,1012.9,1011.6,13.4,21.3,0,0
2,8.6,22.1,0.0,13,33.0,1,13,6.0,20.0,79.0,42.0,1014.3,1013.6,13.2,21.0,0,0
2,11.5,25.0,0.0,9,30.0,10,0,19.0,13.0,58.0,30.0,1020.6,1019.4,15.6,24.9,0,0
2,9.6,25.3,0.0,0,22.0,0,8,0.0,9.0,68.0,38.0,1025.8,1022.8,15.0,23.6,0,0
2,10.6,26.6,0.0,9,31.0,2,5,4.0,9.0,73.0,42.0,1023.9,1019.2,16.2,25.8,0,0
2,11.4,28.7,0.0,4,30.0,0,5,6.0,17.0,71.0,34.0,1017.5,1013.2,16.8,28.0,0,0
2,16.8,27.0,0.0,5,30.0,0,6,0.0,15.0,61.0,57.0,1014.8,1013.0,22.3,23.9,0,1
2,18.7,20.8,13.4,3,22.0,1,1,9.0,13.0,92.0,95.0,1012.3,1011.9,19.8,19.6,1,1
2,16.8,27.0,10.2,0,30.0,0,9,0.0,13.0,90.0,54.0,1015.4,1013.7,19.0,26.2,1,0
2,17.2,28.2,0.6,1,37.0,0,5,0.0,19.0,88.0,56.0,1018.8,1017.1,19.8,27.0,0,0
2,19.6,29.3,0.6,12,54.0,0,4,0.0,13.0,87.0,61.0,1019.8,1017.2,21.8,28.8,0,1
2,18.2,26.9,19.8,10,19.0,8,9,7.0,7.0,96.0,61.0,1021.3,1019.2,19.6,26.2,1,0
2,16.3,28.4,0.2,0,24.0,9,4,7.0,11.0,81.0,56.0,1020.3,1017.0,19.4,26.6,0,0
2,17.1,28.2,0.4,12,30.0,0,13,6.0,19.0,87.0,37.0,1017.3,1015.5,19.8,28.0,0,0
2,12.1,25.9,0.2,14,22.0,11,10,7.0,7.0,84.0,51.0,1018.7,1016.0,15.4,24.6,0,0
2,12.8,26.3,0.0,9,20.0,10,10,9.0,11.0,77.0,47.0,1015.4,1012.4,16.2,25.2,0,0
2,13.3,27.4,0.0,5,24.0,10,1,13.0,15.0,74.0,43.0,1013.9,1010.6,17.4,26.7,0,0
2,13.9,28.1,0.0,9,57.0,9,1,13.0,9.0,71.0,46.0,1011.9,1008.4,19.4,27.4,0,0
2,18.2,25.9,0.0,0,30.0,10,4,4.0,15.0,75.0,59.0,1005.4,1002.5,19.3,24.9,0,0
2,18.6,26.8,0.0,14,37.0,0,14,0.0,13.0,82.0,58.0,1001.4,1000.3,20.1,26.0,0,0
2,16.3,20.1,0.0,13,37.0,6,14,15.0,22.0,76.0,63.0,1005.7,1005.3,16.4,18.4,0,1
2,13.9,22.0,8.0,14,44.0,6,14,13.0,19.0,90.0,64.0,1003.7,1003.8,15.7,20.7,1,0
2,9.6,24.2,0.0,10,26.0,6,9,2.0,4.0,67.0,43.0,1020.8,1019.7,15.1,22.7,0,0
2,9.8,23.0,0.0,8,19.0,0,8,0.0,7.0,69.0,47.0,1025.3,1023.6,13.9,22.4,0,0
2,10.2,24.7,0.0,0,20.0,8,1,2.0,11.0,81.0,45.0,1026.9,1023.8,14.2,23.5,0,0
2,11.5,25.7,0.0,4,26.0,0,1,0.0,11.0,86.0,52.0,1024.0,1020.2,14.8,24.3,0,0
2,12.3,25.8,0.0,12,33.0,2,7,9.0,6.0,87.0,55.0,1018.7,1015.6,15.6,24.1,0,0
2,7.2,22.1,0.2,10,24.0,0,9,0.0,7.0,83.0,47.0,1022.8,1021.5,11.6,21.4,0,0
2,8.7,20.4,0.0,4,15.0,0,8,0.0,9.0,81.0,66.0,1019.6,1016.3,12.8,19.5,0,0
2,12.3,22.3,0.0,14,24.0,0,11,0.0,7.0,90.0,57.0,1016.5,1014.3,13.9,19.4,0,0
2,9.0,21.9,0.0,10,28.0,0,9,0.0,0.0,74.0,46.0,1016.6,1014.5,14.6,21.6,0,0
2,6.7,19.0,0.6,13,28.0,0,7,0.0,19.0,85.0,47.0,1019.6,1018.0,10.7,18.6,0,0
2,4.4,18.1,0.2,9,24.0,0,0,0.0,6.0,70.0,42.0,1024.3,1022.3,10.8,17.8,0,0
2,2.8,16.8,0.0,11,13.0,0,10,0.0,7.0,76.0,53.0,1025.4,1021.5,8.1,15.9,0,0
2,3.4,15.9,0.0,9,17.0,0,2,0.0,9.0,96.0,57.0,1020.7,1016.0,6.2,15.7,0,0
2,2.1,16.8,0.0,14,24.0,0,14,0.0,17.0,94.0,39.0,1016.0,1013.5,7.4,16.6,0,0
2,3.8,16.1,0.0,10,44.0,2,10,7.0,24.0,60.0,43.0,1017.9,1016.8,11.4,15.6,0,0
